Afiliacion,Comercio,RFC,Domicilio,Colonia,Codigo Postal,Municipio,Estado,Telefonos,Giro,Giro Comercial
7752619,GAS ESTACION L BONITA,EST1208039C4,CALZ EMILIANO ZAPATA NO 1380,LOMA BONITA,29094,TUXTLA GUTIERREZ CHIS,CHIAPAS,1164246,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7758984,GASOL 24 D JUNIO,CMC 021028JSA,BLVD FIDEL VELAZQUEZ NO 1115,24 DE JUNIO,29047,TUXTLA GUTIERREZ CHIS,CHIAPAS,6522604,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8674522,MAYA GASOLS 2,MGC 940927FB7,CARR PANAM NO 5597,PLAN DE AYALA,29110,TUXTLA GUTIERREZ CHIS,CHIAPAS,6154259,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7773795,GASOL SAN GABRIEL,OACO6409248H5,PROL 6A NTE OTE LOC C NO 1,JALTENANGO DE LA PAZ,30370,ANGEL ALBINO CORZO CHIS,CHIAPAS,16550102,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8705332,GASOL LA BENDICIO,GBE120711FXA,CARR COSTERA NO 282 150 SN,VIVA MEXICO,30826,TAPACHULA CHIS,CHIAPAS,1700639,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8747973,GASOL LA PIEDRA,GPI 080108355,CARR HUIXTLA MOTOZINTLA SN,BELISARIO DOMINGUEZ,30910,MOTOZINTLA CHIS,CHIAPAS,21441730,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8774463,SERV VILLA COMATITLAN,SVC 990429RY5,CRT COSTERA NO 235,VILLA COMALTITLAN CENTRO,30620,VILLA COMALTITLAN CHIS,CHIAPAS,52741392,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8774472,SERV VILLA COMATITLAN,SVC 990429RY5,CRT COSTERA NO 235,VILLA COMALTITLAN CENTRO,30620,VILLA COMALTITLAN CHIS,CHIAPAS,52741392,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8782767,GASOL EL JOBO,GJO 121018GX3,SERV DE PASO SAN GASPAR NO 905,EL JOBO,29150,SUCHIAPA CHIS,CHIAPAS,11176182,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8782931,ECOGAS NUEVO TERAN,ENT 121018M21,CR E ZAPATA NO 2251,TERAN,29050,TUXTLA GUTIERREZ CHIS,CHIAPAS,16151527,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7824276,GASOL RENDI MAXI COMBU,RMC 161013IM6,PROL 4A AV SUR ESQ CAM TUBO SN,LAS HORTENCIAS,30797,TAPACHULA CHIS,CHIAPAS,6282449,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7824277,GASOL REND MAX COMB II,RMC 161013IM6,PROL 4A AV SUR ESQ CAM TUBO SN,LAS HORTENCIAS,30797,TAPACHULA CHIS,CHIAPAS,6282449,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7851242,ESTACION DINOGAS 2,DIN 010618PE2,CENTRAL NTE NO 2008,PEDREGAL SAN ANTONIO,29014,TUXTLA GUTIERREZ CHIS,CHIAPAS,1255258,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8151965,VENDOGAS,VEN 930917QT2,3A SUR PTE NO 1220,LAS CANOITAS,29066,TUXTLA GUTIERREZ CHIS,CHIAPAS,16114348,5983,"DISTRIBUIDOR DE  - GAS LICUADO,(DISTRIBUIDOR DE  - LENA),(DISTRIBUIDOR DE  - DIESEL, PETROLEO),(DISTRIBUIDOR DE  - CARBON),"
7871880,SUPER SERV PASTRAN,SSP040709A70,CARR ESCOPET PICHUCALC NO 47 5,MORELOS,29770,BOCHIL CHIS,CHIAPAS,96530042,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8816072,GASOL CRISERNA,CCL 1609297J5,CARR TAPAN T 200 KM 67 582 SN,EL TERRERO,30503,TONALA CHIS,CHIAPAS,6883085,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8165186,VENDO GAS,VEN 930917QT2,CARR EJ MICHOACAN KM 11 800 SN,COMITAN DE DOMINGUEZ CENTRO,30000,COMITAN DE DOMINGUEZ CHIS,CHIAPAS,31013113,5983,"DISTRIBUIDOR DE  - GAS LICUADO,(DISTRIBUIDOR DE  - LENA),(DISTRIBUIDOR DE  - DIESEL, PETROLEO),(DISTRIBUIDOR DE  - CARBON),"
8165191,VENDO GAS,VEN 930917QT2,CARR EJ MICHOACAN KM 11 800 SN,COMITAN DE DOMINGUEZ CENTRO,30000,COMITAN DE DOMINGUEZ CHIS,CHIAPAS,31013113,5983,"DISTRIBUIDOR DE  - GAS LICUADO,(DISTRIBUIDOR DE  - LENA),(DISTRIBUIDOR DE  - DIESEL, PETROLEO),(DISTRIBUIDOR DE  - CARBON),"
8166723,CORP DE COMBUST DEL SU,CCS130227A65,CARR TUXTLA BERRIO KM 132 9 SN,BERRIOZABAL,29130,BERRIOZABAL CHIS,CHIAPAS,2155549,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8167929,ENERGETIC SERVI OCOZOC,ESO100211V84,CARR HUIXTLA TAPACHU KM 281 SN,MAZATAN,30650,MAZATAN CHIS,CHIAPAS,1528289,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8168625,ABAST DE COMBUS DEL SU,ACS 1207305R1,C RAYON JARITAS EL ROBLAR SN,EL ROBLAR,30840,SUCHIATE CHIS,CHIAPAS,1388050,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8170877,GASOL HID EXPRESS OCOZ,HEO090624VD8,PROL DE LA AV CTRAL NTE SN,FRONTERA COMALAPA,30140,FRONTERA COMALAPA CHIS,CHIAPAS,1037710,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8170880,GAS CONSORC OPERA OCOZ,COO090709EI8,CARR ARR TON KM 194 SN,CALERA,30453,ARRIAGA CHIS,CHIAPAS,1006858,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8905198,GASOL GUZMAN,GULJ670428JY5,CARR A MALPASO NO 20,COSTA DE ORO,29610,TECPATAN CHIS,CHIAPAS,6533394,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8974541,SERV VILLA D LOS ARCOS,SVA 170724AVA,BLVD IGNACIO ZARAGOZA SN,CENTRO,29520,PICHUCALCO CHIS,CHIAPAS,3102860,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8173258,GASOL GUADALUPE,MAPE870114EZA,AV CTRAL SUR FCO SAR NO 1307,MAPASTEPEC,30560,MAPASTEPEC CHIS,CHIAPAS,6430406,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8999820,GASOL GRUPO GARCIA,PAMA760122337,AV FCO SARABIA SUR NUM NO 1802,MAPASTEPEC ESTACION,30565,MAPASTEPEC CHIS,CHIAPAS,1000180,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
9040531,GASOL HUITEPEC,GHU 071016HE1,CARRET INT KM 1170 SN,BARRIO DE FATIMA,29264,SN CRISTOBAL D LS CASAS CHIS,CHIAPAS,6784370,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
9040537,GASOL HUITEPEC,GHU 071016HE1,CARRET INT KM 1170 SN,BARRIO DE FATIMA,29264,SN CRISTOBAL D LS CASAS CHIS,CHIAPAS,6786252,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
9077831,COMBUST SAN PATRICIO,CDS 121121UZ1,CZ DR SAMUEL L BRINDIS NO 1250,CAMINERA,29090,TUXTLA GUTIERREZ CHIS,CHIAPAS,11638688,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7882253,GASOL BONANZA 2,OCB 0911187HA,CARR EMILIANO ZAPATA NO 3551,TERAN,29050,TUXTLA GUTIERREZ CHIS,CHIAPAS,1420010,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8221814,SERV TRUJILLO,OETC611229BY4,C TUXTLA LA ANGOSTURA KM 30 SN,20 DE NOVIEMBRE,29380,ACALA CHIS,CHIAPAS,16538194,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7886260,GASOLINERA TAPILULA,GTA 001004L34,CARR TAPILULA PICHUCALCO KM 1,GUADALUPE,29730,TAPILULA CHIS,CHIAPAS,96854030,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7889241,GASOL RUBEN VELAZQ REY,RVR8510223U4,CARR TUX GTZ A VILLA FLOR SN,SAN JUAN,30478,VILLAFLORES CHIS,CHIAPAS,6520076,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7897591,GASOL LAS NUBES 2,CGN 1710262M1,AV MANGUI CR A CHICOA LB NO 50,16 DE SEPTIEMBRE,29129,SN FERNANDO CHIS,CHIAPAS,16524610,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7899043,GASOL PERIFERICO,GPE 990607KF2,AV 7A SUR SN ESQ 8A OTE,TAPACHULA CENTRO,30700,TAPACHULA CHIS,CHIAPAS,6262201,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
7909832,GASOL MEGALEM,OCM 140903P96,LIBRAMIENTO SUR OTE NO 1780,COQUELEQUIXTLAN,29090,TUXTLA GUTIERREZ CHIS,CHIAPAS,16387264,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
